StartTime,Longitude,Latitude,Data_Throughput,IP Access Time (ms),TransferTime,SessionTime,RSRP Avg,RSRQ Avg,SINR Avg,% QPSK ,% 16QAM,% 64QAM,% 256QAM,CQI,% MIMO
2018-09-22 09:14:30.036,51.508413,25.271121,89961186.7,319,6.63,7.114,-68.70846747,-9.063284787,14.22973749,0.188405,0.282608,0.47826,0.050724,10.43903456,0.131005527
2018-09-22 09:20:44.881,51.448749,25.337945,38704538.96,319,6.653,6.972,-82.20871588,-6.343541862,24.7565411,0,0.006289,0.949685,0.044025,13.04412035,0.333333333
2018-09-22 09:24:53.381,51.448116,25.202488,81941318.59,320,6.797,7.117,-83.40546158,-8.570092592,12.58484541,0.131313,0.439393,0.429292,0,9.495576374,0.28313962
2018-09-22 09:26:57.621,51.42187,25.315118,41804778.56,398,6.547,14.092,-87.78821863,-9.381392034,7.942583537,0.293478,0.260869,0.423913,0.021739,6.908246653,0.031555696
2018-09-22 09:28:32.009,51.462954,25.178511,26437121.26,339,0.952,1.291,-62.71967718,-6.874139187,23.72368034,0.035714,0,0.964285,0,14.82163843,0.333333333
2018-09-22 09:30:32.602,51.466419,25.17232,186289505.7,327,6.789,7.116,-88.49786133,-10.10711596,17.89855972,0.013157,0.271929,0.600877,0.114035,11.06421417,0.372514361
2018-09-22 09:31:57.100,51.466419,25.17232,24506608.01,341,1.027,1.368,-82,-6.918691205,19.88538955,0,0,0.96,0.04,10.45880152,0.333333333
2018-09-22 09:32:21.956,51.409676,25.310595,27871862.79,460,0.903,1.363,-99.66738371,-9.295312044,2.311904456,0.714285,0.071428,0.214285,0,7.193413719,0.350313769
2018-09-22 09:33:13.900,51.408573,25.316073,85550355.58,329,6.799,7.128,-95.98669649,-9.16166084,11.04525907,0.132075,0.427672,0.440251,0,8.837478886,0.341962053
2018-09-22 09:36:35.232,51.393803,25.320666,45259252.7,324,6.597,7.132,-86.76775104,-9.533773257,8.466652567,0.508928,0.232142,0.241071,0.017857,8.168679855,0.223965439
2018-09-22 09:36:49.979,51.461604,25.168295,26378993.85,359,6.613,6.972,-89.17918151,-8.067817102,17.97217736,0.164634,0.390243,0.445121,0,12.24753035,0.333333333
2018-09-22 09:38:49.404,51.388269,25.322407,137102405.2,310,6.438,6.98,-82.40885161,-8.113346813,23.53156648,0,0.165605,0.541401,0.292993,10.24468256,0.269095306
2018-09-22 09:39:07.116,51.4565,25.1656,65920303.89,311,6.581,14.036,-84.48082081,-9.699143466,7.138114509,0.414141,0.474747,0.111111,0,7.498533876,0.141163957
2018-09-22 09:42:56.479,51.402652,25.314937,110351993.5,344,6.643,6.987,-80.87147104,-8.471945864,16.33816363,0.042168,0.313253,0.644578,0,12.82755537,0.404078042
