MQ,MD,MU,BQ,BC,Call_Drops
-21.678,-113.178,-109.278,1,1,0
-21.678,-113.178,-109.278,1,1,0
-21.679,-113.179,-109.279,1,1,0
-21.68,-113.18,-109.28,1,1,0
-21.68,-113.18,-109.28,1,1,0
-21.68,-113.18,-109.28,1,1,0
-21.68,-113.18,-109.28,1,1,0
-21.681,-113.181,-109.281,1,1,0
-21.682,-113.182,-109.282,1,1,0
-21.682,-113.182,-109.282,1,1,0
-21.683,-113.183,-109.283,1,1,0
-21.684,-113.184,-109.284,1,1,0
-21.684,-113.184,-109.284,1,1,0
-21.685,-113.185,-109.285,1,1,0
-21.686,-113.186,-109.286,1,1,0
-21.686,-113.186,-109.286,1,1,0
-21.687,-113.187,-109.287,1,1,0
-21.688,-113.188,-109.288,1,1,0
-21.688,-113.188,-109.288,1,1,0
-21.689,-113.189,-109.289,1,1,0
-21.69,-113.19,-109.29,1,1,0
-21.69,-113.19,-109.29,1,1,0
-21.69,-113.19,-109.29,1,1,0
-21.691,-113.191,-109.291,1,1,0
-21.692,-113.192,-109.292,1,1,0
-21.692,-113.192,-109.292,1,1,0
-21.693,-113.193,-109.293,1,1,0
-21.694,-113.194,-109.294,1,1,0
-21.694,-113.194,-109.294,1,1,0
-21.695,-113.195,-109.295,1,1,0
-21.696,-113.196,-109.296,1,1,0
-21.696,-113.196,-109.296,1,1,0
-21.697,-113.197,-109.297,1,1,0
-21.698,-113.198,-109.298,1,1,0
-21.698,-113.198,-109.298,1,1,0
-21.699,-113.199,-109.299,1,1,0
-21.7,-113.2,-109.3,1,1,0
-21.7,-113.2,-109.3,1,1,0
-21.7,-113.2,-109.3,1,1,0
-21.7,-113.2,-109.3,1,1,0
-21.701,-113.201,-109.301,1,1,0
-21.702,-113.202,-109.302,1,1,0
-21.702,-113.202,-109.302,1,1,0
-21.703,-113.203,-109.303,1,1,0
-21.704,-113.204,-109.304,1,1,0
-21.704,-113.204,-109.304,1,1,0
-21.705,-113.205,-109.305,1,1,0
-21.706,-113.206,-109.306,1,1,0
-21.706,-113.206,-109.306,1,1,0
-21.707,-113.207,-109.307,1,1,0
-21.708,-113.208,-109.308,1,1,0
-21.708,-113.208,-109.308,1,1,0
-21.709,-113.209,-109.309,1,1,0
-21.71,-113.21,-109.31,1,1,0
-21.71,-113.21,-109.31,1,1,0
-21.71,-113.21,-109.31,1,1,0
-21.711,-113.211,-109.311,1,1,0
-21.712,-113.212,-109.312,1,1,0
-21.712,-113.212,-109.312,1,1,0
-21.713,-113.213,-109.313,1,1,0
-21.714,-113.214,-109.314,1,1,0
-21.714,-113.214,-109.314,1,1,0
-21.715,-113.215,-109.315,1,1,0
-21.716,-113.216,-109.316,1,1,0
-21.716,-113.216,-109.316,1,1,0
-21.717,-113.217,-109.317,1,1,0
-21.718,-113.218,-109.318,1,1,0
-21.718,-113.218,-109.318,1,1,0
-21.719,-113.219,-109.319,1,1,0
-21.72,-113.22,-109.32,1,1,0
-21.72,-113.22,-109.32,1,1,0
-21.72,-113.22,-109.32,1,1,0
-21.72,-113.22,-109.32,1,1,0
-21.721,-113.221,-109.321,1,1,0
-21.722,-113.222,-109.322,1,1,0
-21.722,-113.222,-109.322,1,1,0
-21.723,-113.223,-109.323,1,1,0
-21.724,-113.224,-109.324,1,1,0
-21.724,-113.224,-109.324,1,1,0
-21.725,-113.225,-109.325,1,1,0
-21.726,-113.226,-109.326,1,1,0
-21.726,-113.226,-109.326,1,1,0
-21.727,-113.227,-109.327,1,1,0
-21.728,-113.228,-109.328,1,1,0
-21.728,-113.228,-109.328,1,1,0
-21.729,-113.229,-109.329,1,1,0
-21.73,-113.23,-109.33,1,1,0
-21.73,-113.23,-109.33,1,1,0
-21.73,-113.23,-109.33,1,1,0
-21.731,-113.231,-109.331,1,1,0
-21.732,-113.232,-109.332,1,1,0
-21.732,-113.232,-109.332,1,1,0
-21.733,-113.233,-109.333,1,1,0
-21.734,-113.234,-109.334,1,1,0
-21.734,-113.234,-109.334,1,1,0
-21.735,-113.235,-109.335,1,1,0
-21.736,-113.236,-109.336,1,1,0
-21.736,-113.236,-109.336,1,1,0
-21.737,-113.237,-109.337,1,1,0
-21.738,-113.238,-109.338,1,1,0
-21.738,-113.238,-109.338,1,1,0
-21.739,-113.239,-109.339,1,1,0
-21.74,-113.24,-109.34,1,1,0
-21.74,-113.24,-109.34,1,1,0
-21.74,-113.24,-109.34,1,1,0
-21.74,-113.24,-109.34,1,1,0
-21.741,-113.241,-109.341,1,1,0
-21.742,-113.242,-109.342,1,1,0
-21.742,-113.242,-109.342,1,1,0
-21.743,-113.243,-109.343,1,1,0
-21.744,-113.244,-109.344,1,1,0
-21.744,-113.244,-109.344,1,1,0
-21.745,-113.245,-109.345,1,1,0
-21.746,-113.246,-109.346,1,1,0
-21.746,-113.246,-109.346,1,1,0
-21.747,-113.247,-109.347,1,1,0
-21.748,-113.248,-109.348,1,1,0
-21.748,-113.248,-109.348,1,1,0
-21.749,-113.249,-109.349,1,1,0
-21.75,-113.25,-109.35,1,1,0
-21.75,-113.25,-109.35,1,1,0
-21.75,-113.25,-109.35,1,1,0
-21.751,-113.251,-109.351,1,1,0
-21.752,-113.252,-109.352,1,1,0
-21.752,-113.252,-109.352,1,1,0
-21.753,-113.253,-109.353,1,1,0
-21.754,-113.254,-109.354,1,1,0
-21.754,-113.254,-109.354,1,1,0
-21.755,-113.255,-109.355,1,1,0
-21.756,-113.256,-109.356,1,1,0
-21.756,-113.256,-109.356,1,1,0
-21.757,-113.257,-109.357,1,1,0
-21.758,-113.258,-109.358,1,1,0
-21.758,-113.258,-109.358,1,1,0
-21.759,-113.259,-109.359,1,1,0
-21.76,-113.26,-109.36,1,1,0
-21.76,-113.26,-109.36,1,1,0
-21.76,-113.26,-109.36,1,1,0
-21.76,-113.26,-109.36,1,1,0
-21.761,-113.261,-109.361,1,1,0
-21.762,-113.262,-109.362,1,1,0
-21.762,-113.262,-109.362,1,1,0
-21.763,-113.263,-109.363,1,1,0
-21.764,-113.264,-109.364,1,1,0
-21.764,-113.264,-109.364,1,1,0
-21.765,-113.265,-109.365,1,1,0
-21.766,-113.266,-109.366,1,1,0
-21.766,-113.266,-109.366,1,1,0
-21.767,-113.267,-109.367,1,1,0
-21.768,-113.268,-109.368,1,1,0
-21.768,-113.268,-109.368,1,1,0
-21.769,-113.269,-109.369,1,1,0
-21.77,-113.27,-109.37,1,1,0
-21.77,-113.27,-109.37,1,1,0
-21.77,-113.27,-109.37,1,1,0
-21.771,-113.271,-109.371,1,1,0
-21.772,-113.272,-109.372,1,1,0
-21.772,-113.272,-109.372,1,1,0
-21.773,-113.273,-109.373,1,1,0
-21.774,-113.274,-109.374,1,1,0
-21.774,-113.274,-109.374,1,1,0
-21.775,-113.275,-109.375,1,1,0
-21.776,-113.276,-109.376,1,1,0
-21.776,-113.276,-109.376,1,1,0
-21.777,-113.277,-109.377,1,1,0
-21.778,-113.278,-109.378,1,1,0
-21.778,-113.278,-109.378,1,1,0
-21.779,-113.279,-109.379,1,1,0
-21.78,-113.28,-109.38,1,1,0
-21.78,-113.28,-109.38,1,1,0
-21.78,-113.28,-109.38,1,1,0
-21.78,-113.28,-109.38,1,1,0
-21.781,-113.281,-109.381,1,1,0
-21.782,-113.282,-109.382,1,1,0
-21.782,-113.282,-109.382,1,1,0
-21.783,-113.283,-109.383,1,1,0
-21.784,-113.284,-109.384,1,1,0
-21.784,-113.284,-109.384,1,1,0
-21.785,-113.285,-109.385,1,1,0
-21.786,-113.286,-109.386,1,1,0
-21.786,-113.286,-109.386,1,1,0
-21.787,-113.287,-109.387,1,1,0
-21.788,-113.288,-109.388,1,1,0
-21.788,-113.288,-109.388,1,1,0
-21.789,-113.289,-109.389,1,1,0
-21.79,-113.29,-109.39,1,1,0
-21.79,-113.29,-109.39,1,1,0
-21.79,-113.29,-109.39,1,1,0
-21.791,-113.291,-109.391,1,1,0
-21.792,-113.292,-109.392,1,1,0
-21.792,-113.292,-109.392,1,1,0
-21.793,-113.293,-109.393,1,1,0
-21.794,-113.294,-109.394,1,1,0
-21.794,-113.294,-109.394,1,1,0
-21.795,-113.295,-109.395,1,1,0
-21.796,-113.296,-109.396,1,1,0
-21.796,-113.296,-109.396,1,1,0
-21.797,-113.297,-109.397,1,1,0
-21.798,-113.298,-109.398,1,1,0
-21.798,-113.298,-109.398,1,1,0
-21.799,-113.299,-109.399,1,1,0
-21.8,-113.3,-109.4,1,1,0
-21.8,-113.3,-109.4,1,1,0
-21.8,-113.3,-109.4,1,1,0
-21.8,-113.3,-109.4,1,1,0
-21.801,-113.301,-109.401,1,1,0
-21.802,-113.302,-109.402,1,1,0
-21.802,-113.302,-109.402,1,1,0
-21.803,-113.303,-109.403,1,1,0
-21.804,-113.304,-109.404,1,1,0
-21.804,-113.304,-109.404,1,1,0
-21.805,-113.305,-109.405,1,1,0
-21.806,-113.306,-109.406,1,1,0
-21.806,-113.306,-109.406,1,1,0
-21.807,-113.307,-109.407,1,1,0
-21.808,-113.308,-109.408,1,1,0
-21.808,-113.308,-109.408,1,1,0
-21.809,-113.309,-109.409,1,1,0
-21.81,-113.31,-109.41,1,1,0
-21.81,-113.31,-109.41,1,1,0
-21.81,-113.31,-109.41,1,1,0
-21.811,-113.311,-109.411,1,1,0
-21.812,-113.312,-109.412,1,1,0
-21.812,-113.312,-109.412,1,1,0
-21.813,-113.313,-109.413,1,1,0
-21.814,-113.314,-109.414,1,1,0
-21.814,-113.314,-109.414,1,1,0
-21.815,-113.315,-109.415,1,1,0
-21.816,-113.316,-109.416,1,1,0
-21.816,-113.316,-109.416,1,1,0
-21.817,-113.317,-109.417,1,1,0
-21.818,-113.318,-109.418,1,1,0
-21.818,-113.318,-109.418,1,1,0
-21.819,-113.319,-109.419,1,1,0
-21.82,-113.32,-109.42,1,1,0
-21.82,-113.32,-109.42,1,1,0
-21.82,-113.32,-109.42,1,1,0
-21.82,-113.32,-109.42,1,1,0
-21.821,-113.321,-109.421,1,1,0
-21.822,-113.322,-109.422,1,1,0
-21.822,-113.322,-109.422,1,1,0
-21.823,-113.323,-109.423,1,1,0
-21.824,-113.324,-109.424,1,1,0
-21.824,-113.324,-109.424,1,1,0
-21.825,-113.325,-109.425,1,1,0
-21.826,-113.326,-109.426,1,1,0
-21.826,-113.326,-109.426,1,1,0
-21.827,-113.327,-109.427,1,1,0
-21.828,-113.328,-109.428,1,1,0
-21.828,-113.328,-109.428,1,1,0
-21.829,-113.329,-109.429,1,1,0
-21.83,-113.33,-109.43,1,1,0
-21.83,-113.33,-109.43,1,1,0
-21.83,-113.33,-109.43,1,1,0
-21.831,-113.331,-109.431,1,1,0
-21.832,-113.332,-109.432,1,1,0
-21.832,-113.332,-109.432,1,1,0
-21.833,-113.333,-109.433,1,1,0
-21.834,-113.334,-109.434,1,1,0
-21.834,-113.334,-109.434,1,1,0
-21.835,-113.335,-109.435,1,1,0
-21.836,-113.336,-109.436,1,1,0
-21.836,-113.336,-109.436,1,1,0
-21.837,-113.337,-109.437,1,1,0
-21.838,-113.338,-109.438,1,1,0
-21.838,-113.338,-109.438,1,1,0
-21.839,-113.339,-109.439,1,1,0
-21.84,-113.34,-109.44,1,1,0
-21.84,-113.34,-109.44,1,1,0
-21.84,-113.34,-109.44,1,1,0
-21.84,-113.34,-109.44,1,1,0
-21.841,-113.341,-109.441,1,1,0
-21.842,-113.342,-109.442,1,1,0
-21.842,-113.342,-109.442,1,1,0
-21.843,-113.343,-109.443,1,1,0
-21.844,-113.344,-109.444,1,1,0
-21.844,-113.344,-109.444,1,1,0
-21.845,-113.345,-109.445,1,1,0
-21.846,-113.346,-109.446,1,1,0
-21.846,-113.346,-109.446,1,1,0
-21.847,-113.347,-109.447,1,1,0
-21.848,-113.348,-109.448,1,1,0
-21.848,-113.348,-109.448,1,1,0
-21.849,-113.349,-109.449,1,1,0
-21.85,-113.35,-109.45,1,1,0
-21.85,-113.35,-109.45,1,1,0
-21.85,-113.35,-109.45,1,1,0
-21.851,-113.351,-109.451,1,1,0
-21.852,-113.352,-109.452,1,1,0
-21.852,-113.352,-109.452,1,1,0
-21.853,-113.353,-109.453,1,1,0
-21.854,-113.354,-109.454,1,1,0
-21.854,-113.354,-109.454,1,1,0
-21.855,-113.355,-109.455,1,1,0
-21.856,-113.356,-109.456,1,1,0
-21.856,-113.356,-109.456,1,1,0
-21.857,-113.357,-109.457,1,1,0
-21.858,-113.358,-109.458,1,1,0
-21.858,-113.358,-109.458,1,1,0
-21.859,-113.359,-109.459,1,1,0
-21.86,-113.36,-109.46,1,1,0
-21.86,-113.36,-109.46,1,1,0
-21.86,-113.36,-109.46,1,1,0
-21.86,-113.36,-109.46,1,1,0
-21.861,-113.361,-109.461,1,1,0
-21.862,-113.362,-109.462,1,1,0
-21.862,-113.362,-109.462,1,1,0
-21.863,-113.363,-109.463,1,1,0
-21.864,-113.364,-109.464,1,1,0
-21.864,-113.364,-109.464,1,1,0
-21.865,-113.365,-109.465,1,1,0
-21.866,-113.366,-109.466,1,1,0
-21.866,-113.366,-109.466,1,1,0
-21.867,-113.367,-109.467,1,1,0
-21.868,-113.368,-109.468,1,1,0
-21.868,-113.368,-109.468,1,1,0
-21.869,-113.369,-109.469,1,1,0
-21.87,-113.37,-109.47,1,1,0
-21.87,-113.37,-109.47,1,1,0
-21.87,-113.37,-109.47,1,1,0
-21.871,-113.371,-109.471,1,1,0
-21.872,-113.372,-109.472,1,1,0
-21.872,-113.372,-109.472,1,1,0
-21.873,-113.373,-109.473,1,1,0
-21.874,-113.374,-109.474,1,1,0
-21.874,-113.374,-109.474,1,1,0
-21.875,-113.375,-109.475,1,1,0
-21.876,-113.376,-109.476,1,1,0
-21.876,-113.376,-109.476,1,1,0
-21.877,-113.377,-109.477,1,1,0
-21.878,-113.378,-109.478,1,1,0
-21.878,-113.378,-109.478,1,1,0
-21.879,-113.379,-109.479,1,1,0
-21.88,-113.38,-109.48,1,1,0
-21.88,-113.38,-109.48,1,1,0
-21.88,-113.38,-109.48,1,1,0
-21.88,-113.38,-109.48,1,1,0
-21.881,-113.381,-109.481,1,1,0
-21.882,-113.382,-109.482,1,1,0
-21.882,-113.382,-109.482,1,1,0
-21.883,-113.383,-109.483,1,1,0
-21.884,-113.384,-109.484,1,1,0
-21.884,-113.384,-109.484,1,1,0
-21.885,-113.385,-109.485,1,1,0
-21.886,-113.386,-109.486,1,1,0
-21.886,-113.386,-109.486,1,1,0
-21.887,-113.387,-109.487,1,1,0
-21.888,-113.388,-109.488,1,1,0
-21.888,-113.388,-109.488,1,1,0
-21.889,-113.389,-109.489,1,1,0
-21.89,-113.39,-109.49,1,1,0
-21.89,-113.39,-109.49,1,1,0
-21.89,-113.39,-109.49,1,1,0
-21.891,-113.391,-109.491,1,1,0
-21.892,-113.392,-109.492,1,1,0
-21.892,-113.392,-109.492,1,1,0
-21.893,-113.393,-109.493,1,1,0
-21.894,-113.394,-109.494,1,1,0
-21.894,-113.394,-109.494,1,1,0
-21.895,-113.395,-109.495,1,1,0
-21.896,-113.396,-109.496,1,1,0
-21.896,-113.396,-109.496,1,1,0
-21.897,-113.397,-109.497,1,1,0
-21.898,-113.398,-109.498,1,1,0
-21.898,-113.398,-109.498,1,1,0
-21.899,-113.399,-109.499,1,1,0
-21.9,-113.4,-109.5,1,1,0
-21.9,-113.4,-109.5,1,1,0
-21.9,-113.4,-109.5,1,1,0
-21.9,-113.4,-109.5,1,1,0
-21.901,-113.401,-109.501,1,1,0
-21.902,-113.402,-109.502,1,1,0
-21.902,-113.402,-109.502,1,1,0
-21.903,-113.403,-109.503,1,1,0
-21.904,-113.404,-109.504,1,1,0
-21.904,-113.404,-109.504,1,1,0
-21.905,-113.405,-109.505,1,1,0
-21.906,-113.406,-109.506,1,1,0
-21.906,-113.406,-109.506,1,1,0
-21.907,-113.407,-109.507,1,1,0
-21.908,-113.408,-109.508,1,1,0
-21.908,-113.408,-109.508,1,1,0
-21.909,-113.409,-109.509,1,1,0
-21.91,-113.41,-109.51,1,1,0
-21.91,-113.41,-109.51,1,1,0
-21.91,-113.41,-109.51,1,1,0
-21.911,-113.411,-109.511,1,1,0
-21.912,-113.412,-109.512,1,1,0
-21.912,-113.412,-109.512,1,1,0
-21.913,-113.413,-109.513,1,1,0
-21.914,-113.414,-109.514,1,1,0
-21.914,-113.414,-109.514,1,1,0
-21.915,-113.415,-109.515,1,1,0
-21.916,-113.416,-109.516,1,1,0
-21.916,-113.416,-109.516,1,1,0
-21.917,-113.417,-109.517,1,1,0
-21.918,-113.418,-109.518,1,1,0
-21.918,-113.418,-109.518,1,1,0
-21.919,-113.419,-109.519,1,1,0
-21.92,-113.42,-109.52,1,1,0
-21.92,-113.42,-109.52,1,1,0
-21.92,-113.42,-109.52,1,1,0
-21.92,-113.42,-109.52,1,1,0
-21.921,-113.421,-109.521,1,1,0
-21.922,-113.422,-109.522,1,1,0
-21.922,-113.422,-109.522,1,1,0
-21.923,-113.423,-109.523,1,1,0
-21.924,-113.424,-109.524,1,1,0
-21.924,-113.424,-109.524,1,1,0
-21.925,-113.425,-109.525,1,1,0
-21.926,-113.426,-109.526,1,1,0
-21.926,-113.426,-109.526,1,1,0
-21.927,-113.427,-109.527,1,1,0
-21.928,-113.428,-109.528,1,1,0
-21.928,-113.428,-109.528,1,1,0
-21.929,-113.429,-109.529,1,1,0
-21.93,-113.43,-109.53,1,1,0
-21.93,-113.43,-109.53,1,1,0
-21.93,-113.43,-109.53,1,1,0
-21.931,-113.431,-109.531,1,1,0
-21.932,-113.432,-109.532,1,1,0
-21.932,-113.432,-109.532,1,1,0
-21.933,-113.433,-109.533,1,1,0
-21.934,-113.434,-109.534,1,1,0
-21.934,-113.434,-109.534,1,1,0
-21.935,-113.435,-109.535,1,1,0
-21.936,-113.436,-109.536,1,1,0
-21.936,-113.436,-109.536,1,1,0
-21.937,-113.437,-109.537,1,1,0
-21.938,-113.438,-109.538,1,1,0
-21.938,-113.438,-109.538,1,1,0
-21.939,-113.439,-109.539,1,1,0
-21.94,-113.44,-109.54,1,1,0
-21.94,-113.44,-109.54,1,1,0
-21.94,-113.44,-109.54,1,1,0
-21.94,-113.44,-109.54,1,1,0
-21.941,-113.441,-109.541,1,1,0
-21.942,-113.442,-109.542,1,1,0
-21.942,-113.442,-109.542,1,1,0
-21.943,-113.443,-109.543,1,1,0
-21.944,-113.444,-109.544,1,1,0
-21.944,-113.444,-109.544,1,1,0
-21.945,-113.445,-109.545,1,1,0
-21.946,-113.446,-109.546,1,1,0
-21.946,-113.446,-109.546,1,1,0
-21.947,-113.447,-109.547,1,1,0
-21.948,-113.448,-109.548,1,1,0
-21.948,-113.448,-109.548,1,1,0
-21.949,-113.449,-109.549,1,1,0
-21.95,-113.45,-109.55,1,1,0
-21.95,-113.45,-109.55,1,1,0
-21.95,-113.45,-109.55,1,1,0
-21.951,-113.451,-109.551,1,1,0
-21.952,-113.452,-109.552,1,1,0
-21.952,-113.452,-109.552,1,1,0
-21.953,-113.453,-109.553,1,1,0
-21.954,-113.454,-109.554,1,1,0
-21.954,-113.454,-109.554,1,1,0
-21.955,-113.455,-109.555,1,1,0
-21.956,-113.456,-109.556,1,1,0
-21.956,-113.456,-109.556,1,1,0
-21.957,-113.457,-109.557,1,1,0
-21.958,-113.458,-109.558,1,1,0
-21.958,-113.458,-109.558,1,1,0
-21.959,-113.459,-109.559,1,1,0
-21.96,-113.46,-109.56,1,1,0
-21.96,-113.46,-109.56,1,1,0
-21.96,-113.46,-109.56,1,1,0
-21.96,-113.46,-109.56,1,1,0
-21.961,-113.461,-109.561,1,1,0
-21.962,-113.462,-109.562,1,1,0
-21.962,-113.462,-109.562,1,1,0
-21.963,-113.463,-109.563,1,1,0
-21.964,-113.464,-109.564,1,1,0
-21.964,-113.464,-109.564,1,1,0
-21.965,-113.465,-109.565,1,1,0
-21.966,-113.466,-109.566,1,1,0
-21.966,-113.466,-109.566,1,1,0
-21.967,-113.467,-109.567,1,1,0
-21.968,-113.468,-109.568,1,1,0
-21.968,-113.468,-109.568,1,1,0
-21.969,-113.469,-109.569,1,1,0
-21.97,-113.47,-109.57,1,1,0
-21.97,-113.47,-109.57,1,1,0
-21.97,-113.47,-109.57,1,1,0
-21.971,-113.471,-109.571,1,1,0
-21.972,-113.472,-109.572,1,1,0
-21.972,-113.472,-109.572,1,1,0
-21.973,-113.473,-109.573,1,1,0
-21.974,-113.474,-109.574,1,1,0
-21.974,-113.474,-109.574,1,1,0
-21.975,-113.475,-109.575,1,1,0
-21.976,-113.476,-109.576,1,1,0
-21.976,-113.476,-109.576,1,1,0
-21.977,-113.477,-109.577,1,1,0
-21.978,-113.478,-109.578,1,1,0
-21.978,-113.478,-109.578,1,1,0
-21.979,-113.479,-109.579,1,1,0
-21.98,-113.48,-109.58,1,1,0
-21.98,-113.48,-109.58,1,1,0
-21.98,-113.48,-109.58,1,1,0
-21.98,-113.48,-109.58,1,1,0
-21.981,-113.481,-109.581,1,1,0
-21.982,-113.482,-109.582,1,1,0
-21.982,-113.482,-109.582,1,1,0
-21.983,-113.483,-109.583,1,1,0
-21.984,-113.484,-109.584,1,1,0
-21.984,-113.484,-109.584,1,1,0
-21.985,-113.485,-109.585,1,1,0
-21.986,-113.486,-109.586,1,1,0
-21.986,-113.486,-109.586,1,1,0
-21.987,-113.487,-109.587,1,1,0
-21.988,-113.488,-109.588,1,1,0
-21.988,-113.488,-109.588,1,1,0
-21.989,-113.489,-109.589,1,1,0
-21.99,-113.49,-109.59,1,1,0
-21.99,-113.49,-109.59,1,1,0
-21.99,-113.49,-109.59,1,1,0
-21.991,-113.491,-109.591,1,1,0
-21.992,-113.492,-109.592,1,1,0
-21.992,-113.492,-109.592,1,1,0
-21.993,-113.493,-109.593,1,1,0
-21.994,-113.494,-109.594,1,1,0
-21.994,-113.494,-109.594,1,1,0
-21.995,-113.495,-109.595,1,1,0
-21.996,-113.496,-109.596,1,1,0
-21.996,-113.496,-109.596,1,1,0
-21.997,-113.497,-109.597,1,1,0
-21.998,-113.498,-109.598,1,1,0
-21.998,-113.498,-109.598,1,1,0
-21.999,-113.499,-109.599,1,1,0
-22,-112,-104.8,1,1,1
-22,-114,-100.9,1,1,1
-22,-90,-101.9,1,0,1
-22,-113.5,-109.6,1,1,0
-22,-113.5,-109.6,1,1,0
-22,-113.5,-109.6,1,1,0
-22,-113.5,-109.6,1,1,0
-22.001,-113.501,-109.601,1,1,0
-22.002,-113.502,-109.602,1,1,0
-22.002,-113.502,-109.602,1,1,0
-22.003,-113.503,-109.603,1,1,0
-22.004,-113.504,-109.604,1,1,0
-22.004,-113.504,-109.604,1,1,0
-22.005,-113.505,-109.605,1,1,0
-22.006,-113.506,-109.606,1,1,0
-22.006,-113.506,-109.606,1,1,0
-22.007,-113.507,-109.607,1,1,0
-22.008,-113.508,-109.608,1,1,0
-22.008,-113.508,-109.608,1,1,0
-22.009,-113.509,-109.609,1,1,0
-22.01,-113.51,-109.61,1,1,0
-22.01,-113.51,-109.61,1,1,0
-22.01,-113.51,-109.61,1,1,0
-22.011,-113.511,-109.611,1,1,0
-22.012,-113.512,-109.612,1,1,0
-22.012,-113.512,-109.612,1,1,0
-22.013,-113.513,-109.613,1,1,0
-22.014,-113.514,-109.614,1,1,0
-22.014,-113.514,-109.614,1,1,0
-22.015,-113.515,-109.615,1,1,0
-22.016,-113.516,-109.616,1,1,0
-22.016,-113.516,-109.616,1,1,0
-22.017,-113.517,-109.617,1,1,0
-22.018,-113.518,-109.618,1,1,0
-22.018,-113.518,-109.618,1,1,0
-22.019,-113.519,-109.619,1,1,0
-22.02,-113.52,-109.62,1,1,0
-22.02,-113.52,-109.62,1,1,0
-22.02,-113.52,-109.62,1,1,0
-22.02,-113.52,-109.62,1,1,0
-22.021,-113.521,-109.621,1,1,0
-22.022,-113.522,-109.622,1,1,0
-22.022,-113.522,-109.622,1,1,0
-22.023,-113.523,-109.623,1,1,0
-22.024,-113.524,-109.624,1,1,0
-22.024,-113.524,-109.624,1,1,0
-22.025,-113.525,-109.625,1,1,0
-22.026,-113.526,-109.626,1,1,0
-22.026,-113.526,-109.626,1,1,0
-22.027,-113.527,-109.627,1,1,0
-22.028,-113.528,-109.628,1,1,0
-22.028,-113.528,-109.628,1,1,0
-22.029,-113.529,-109.629,1,1,0
-22.03,-113.53,-109.63,1,1,0
-22.03,-113.53,-109.63,1,1,0
-22.03,-113.53,-109.63,1,1,0
-22.031,-113.531,-109.631,1,1,0
-22.032,-113.532,-109.632,1,1,0
-22.032,-113.532,-109.632,1,1,0
-22.033,-113.533,-109.633,1,1,0
-22.034,-113.534,-109.634,1,1,0
-22.034,-113.534,-109.634,1,1,0
-22.035,-113.535,-109.635,1,1,0
-22.036,-113.536,-109.636,1,1,0
-22.036,-113.536,-109.636,1,1,0
-22.037,-113.537,-109.637,1,1,0
-22.038,-113.538,-109.638,1,1,0
-22.038,-113.538,-109.638,1,1,0
-22.039,-113.539,-109.639,1,1,0
-22.04,-113.54,-109.64,1,1,0
-22.04,-113.54,-109.64,1,1,0
-22.04,-113.54,-109.64,1,1,0
-22.04,-113.54,-109.64,1,1,0
-22.041,-113.541,-109.641,1,1,0
-22.042,-113.542,-109.642,1,1,0
-22.042,-113.542,-109.642,1,1,0
-22.043,-113.543,-109.643,1,1,0
-22.044,-113.544,-109.644,1,1,0
-22.044,-113.544,-109.644,1,1,0
-22.045,-113.545,-109.645,1,1,0
-22.046,-113.546,-109.646,1,1,0
-22.046,-113.546,-109.646,1,1,0
-22.047,-113.547,-109.647,1,1,0
-22.048,-113.548,-109.648,1,1,0
-22.048,-113.548,-109.648,1,1,0
-22.049,-113.549,-109.649,1,1,0
-22.05,-113.55,-109.65,1,1,0
-22.05,-113.55,-109.65,1,1,0
-22.05,-113.55,-109.65,1,1,0
-22.051,-113.551,-109.651,1,1,0
-22.052,-113.552,-109.652,1,1,0
-22.052,-113.552,-109.652,1,1,0
-22.053,-113.553,-109.653,1,1,0
-22.054,-113.554,-109.654,1,1,0
-22.054,-113.554,-109.654,1,1,0
-22.055,-113.555,-109.655,1,1,0
-22.056,-113.556,-109.656,1,1,0
-22.056,-113.556,-109.656,1,1,0
-22.057,-113.557,-109.657,1,1,0
-22.058,-113.558,-109.658,1,1,0
-22.058,-113.558,-109.658,1,1,0
-22.059,-113.559,-109.659,1,1,0
-22.06,-113.56,-109.66,1,1,0
-22.06,-113.56,-109.66,1,1,0
-22.06,-113.56,-109.66,1,1,0
-22.06,-113.56,-109.66,1,1,0
-22.061,-113.561,-109.661,1,1,0
-22.062,-113.562,-109.662,1,1,0
-22.062,-113.562,-109.662,1,1,0
-22.063,-113.563,-109.663,1,1,0
-22.064,-113.564,-109.664,1,1,0
-22.064,-113.564,-109.664,1,1,0
-22.065,-113.565,-109.665,1,1,0
-22.066,-113.566,-109.666,1,1,0
-22.066,-113.566,-109.666,1,1,0
-22.067,-113.567,-109.667,1,1,0
-22.068,-113.568,-109.668,1,1,0
-22.068,-113.568,-109.668,1,1,0
-22.069,-113.569,-109.669,1,1,0
-22.07,-113.57,-109.67,1,1,0
-22.07,-113.57,-109.67,1,1,0
-22.07,-113.57,-109.67,1,1,0
-22.071,-113.571,-109.671,1,1,0
-22.072,-113.572,-109.672,1,1,0
-22.072,-113.572,-109.672,1,1,0
-22.073,-113.573,-109.673,1,1,0
-22.074,-113.574,-109.674,1,1,0
-22.074,-113.574,-109.674,1,1,0
-22.075,-113.575,-109.675,1,1,0
-22.076,-113.576,-109.676,1,1,0
-22.076,-113.576,-109.676,1,1,0
-22.077,-113.577,-109.677,1,1,0
-22.078,-113.578,-109.678,1,1,0
-22.078,-113.578,-109.678,1,1,0
-22.079,-113.579,-109.679,1,1,0
